CDREDE;DE;CODMUN;MUN;CATEG;TIPOESC;COD_ESC;NOMESC;AL_ALEMAO_DU;AL_ESPANHOL_DU;AL_FRANCES_DU;AL_INGLES_DU;AL_ITALIANO_DU;AL_JAPONES_DU;AL_MANDARIM_DU;TOTAL_AL_DU;AL_ALEMAO_SAB_SEMANA;AL_ESPANHOL_SAB_SEMANA;AL_FRANCES_SAB_SEMANA;AL_INGLES_SAB_SEMANA;AL_ITALIANO_SAB_SEMANA;AL_JAPONES_SAB_SEMANA;AL_MANDARIM_SAB_SEMANA;TOTAL_AL_SAB_SEMANA;AL_ALEMAO_SAB;AL_ESPANHOL_SAB;AL_FRANCES_SAB;AL_INGLES_SAB;AL_ITALIANO_SAB;AL_JAPONES_SAB;AL_MANDARIM_SAB;TOTAL_AL_SAB;CL_ALEMAO_DU;CL_ESPANHOL_DU;CL_FRANCES_DU;CL_INGLES_DU;CL_ITALIANO_DU;CL_JAPONES_DU;CL_MANDARIM_DU;TOTAL_CL_DU;CL_ALEMAO_SAB_SEMANA;CL_ESPANHOL_SAB_SEMANA;CL_FRANCES_SAB_SEMANA;CL_INGLES_SAB_SEMANA;CL_ITALIANO_SAB_SEMANA;CL_JAPONES_SAB_SEMANA;CL_MANDARIM_SAB_SEMANA;TOTAL_CL_SAB_SEMANA;CL_ALEMAO_SAB;CL_ESPANHOL_SAB;CL_FRANCES_SAB;CL_INGLES_SAB;CL_ITALIANO_SAB;CL_JAPONES_SAB;CL_MANDARIM_SAB;TOTAL_CL_SAB;TOTAL_TOTAL_AL;TOTAL_TOTAL_CL
10102;CENTRO;100;SAO PAULO;2;6;985107;CEL JTO A EE MAURO DE OLIVEIRA PROFESSOR;0;98;30;44;0;0;0;172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;2;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;172;11
10205;LESTE 5;100;SAO PAULO;2;6;458296;CEL JTO A EE JOSE MARQUES DA CRUZ PROF;16;120;15;27;0;0;0;178;0;0;0;0;0;0;0;0;15;77;16;39;12;0;0;159;2;6;1;2;0;0;0;11;0;0;0;0;0;0;0;0;1;4;1;2;1;0;0;9;337;20
10314;SUL 2;100;SAO PAULO;2;6;985156;CEL JTO A EE LEOPOLDO SANTANA PROFESSOR;62;261;159;78;58;97;0;715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;15;9;3;4;4;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;715;41
10318;SUL 3;100;SAO PAULO;2;6;458399;CEL JTO A EE ALBERTO SALOTTI PROF;0;202;45;13;0;0;0;260;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;3;5;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;260;19
10601;DIADEMA;286;DIADEMA;2;6;499161;CEL JTO A EE ORIGENES LESSA;6;147;0;27;0;0;0;180;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;8;1;6;0;2;0;0;0;9;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;188;10
10602;MAUA;442;MAUA;2;6;985570;CEL JTO A EE MARLENE CAMARGO RIBEIRO;0;304;0;33;0;0;0;337;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;1;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;337;12
10606;SAO BERNARDO DO CAMPO;636;SAO CAETANO DO SUL;2;6;985211;CEL JTO A EE IDALINA MACEDO COSTA SODRE DONA;0;154;0;58;0;22;0;234;0;0;0;0;0;0;0;0;41;60;0;31;0;68;0;200;0;6;0;2;0;1;0;9;0;0;0;0;0;0;0;0;2;2;0;1;0;2;0;7;434;16
10701;CARAPICUIBA;255;CARAPICUIBA;2;6;407410;CEL JTO A EE WILLIAN RODRIGUES REBUA;0;222;55;17;0;0;0;294;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;5;1;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;294;18
10702;ITAPECERICA DA SERRA;370;ITAPECERICA DA SERRA;2;6;985697;CEL JTO A EE ASA BRANCA DA SERRA;0;124;0;20;0;0;0;144;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;22;0;6;0;1;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;166;8
20102;SANTOS;335;GUARUJA;2;6;460370;CEL JTO A PROFA THEREZA SILVEIRA DE ALMEIDA;0;32;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;4
20306;ITU;554;PORTO FELIZ;2;6;459549;CEL JTO A EE SECKLER MONSENHOR;0;0;0;40;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;2
20310;VOTORANTIM;717;VOTORANTIM;2;6;438030;CEL JTO A EE DANIEL VERANO PROFESSOR;11;181;78;32;8;0;0;310;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10;5;1;1;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;310;18
20409;MOGI MIRIM;456;MOGI MIRIM;2;6;985302;CEL JTO A EE MONSENHOR NORA;0;4;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1
20410;PIRACICABA;535;PIRACICABA;2;6;460357;CEL JTO A EE ELIAS DE MELLO AYRES PROFESSOR;0;94;0;51;0;14;0;159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;4;0;1;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159;11
20411;PIRASSUNUNGA;182;ARARAS;2;6;460424;CEL JTO A EE IGNACIO ZURITA JUNIOR;0;33;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;2
20413;SAO JOAO DA BOA VISTA;711;VARGEM GRANDE DO SUL;2;6;459872;CEL JTO A EE BENJAMIN BASTOS;0;96;0;15;0;0;0;111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111;5
20501;ARARAQUARA;181;ARARAQUARA;2;6;985314;CEL JTO A EE JOAO MANOEL DO AMARAL;6;260;27;43;6;0;0;342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18;2;2;1;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;342;24
10316;CENTRO SUL;100;SAO PAULO;2;6;498634;CEL JTO A EE ROOSEVELT PRESIDENTE;0;117;71;24;0;43;0;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;6;1;0;3;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;18
10316;CENTRO SUL;100;SAO PAULO;2;6;985788;CEL JTO A EE JULIA MACEDO PANTOJA PROFESSORA;18;203;30;42;32;55;0;380;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;24;3;5;4;5;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;380;44
10318;SUL 3;100;SAO PAULO;2;6;29828;CEL JTO A EE LAERTE RAMOS PROF DR;0;235;0;77;0;89;0;401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;4;0;5;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;401;22
10318;SUL 3;100;SAO PAULO;2;6;985168;CEL JTO A EE PAULINO NUNES ESPOSO;0;327;0;27;0;0;0;354;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;3;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;354;19
10401;CAIEIRAS;312;FRANCO DA ROCHA;2;6;499742;CEL JTO A EE BENEDITO FAGUMDES MARQUES PROF;0;248;0;10;0;0;0;258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;1;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;258;16
10402;GUARULHOS SUL;336;GUARULHOS;2;6;985673;CEL JTO A EE ALICE CHUERY PROFESSORA;0;263;73;44;0;0;0;380;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;6;3;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;380;23
10403;GUARULHOS NORTE;336;GUARULHOS;2;6;407331;CEL JTO A EE CONRADO SIVILA ALSINA PADRE;0;321;85;93;103;0;0;602;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;6;5;8;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;602;40
10501;MOGI DAS CRUZES;454;MOGI DAS CRUZES;2;6;985752;CEL JTO A EE FRANCISCO FERREIRA LOPES;0;519;44;139;17;37;17;773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;4;8;3;3;2;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;773;50
20103;SAO VICENTE;657;SAO VICENTE;2;6;985247;CEL JTO A EE MARTIM AFONSO;0;211;53;111;0;0;0;375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2;4;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;375;14
20202;GUARATINGUETA;282;CRUZEIRO;2;6;985260;CEL JTO A EE OSVALDO CRUZ;0;25;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;12;0;34;0;0;0;46;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2;71;3
20204;PINDAMONHANGABA;528;PINDAMONHANGABA;2;6;474770;CEL JTO A EE ANTONIA CARLOTA GOMES PROFESSORA;0;135;0;0;0;0;0;135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;135;6
20304;ITAPETININGA;687;TATUI;2;6;459288;CEL JTO A EE CHICO PEREIRA;0;17;0;59;0;0;0;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76;4
20305;ITAPEVA;251;CAPAO BONITO;2;6;459495;CEL JTO A EE RAUL VENTURELLI DR;0;117;0;101;0;0;0;218;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;27;0;6;0;4;0;0;0;10;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;245;12
20305;ITAPEVA;372;ITAPEVA;2;6;388300;CEL JTO A EE PROF? ZULMIRA DE OLIVEIRA;0;62;0;28;0;0;0;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;4
20311;PIRAJU;537;PIRAJU;2;6;460382;CEL JTO A EE JOAQUIM GUILHERME MOREIRA PORTO DR;0;248;19;42;0;10;0;319;0;0;0;0;0;0;0;0;0;78;14;16;0;16;0;124;0;16;2;2;0;1;0;21;0;0;0;0;0;0;0;0;0;3;1;1;0;1;0;6;443;27
20403;BRAGANCA PAULISTA;225;BRAGANCA PAULISTA;2;6;458375;CEL JTO A EE ALCINDO BUENO DE ASSIS MINISTRO;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
20404;CAMPINAS OESTE;244;CAMPINAS;2;6;985600;CEL JTO A EE ORLANDO SIGNORELLI;0;184;0;41;0;0;0;225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;2;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;225;11
